Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Total_Delay,Overall_Service_Score
Male,Loyal Customer,35,Business travel,Business,597.0,4,4,3,4,3,3,4,3,3,2,3,2,2,4,0.0,0.0,neutral or dissatisfied,0.0,3.0
Male,Loyal Customer,42,Business travel,Eco Plus,2678.5,4,4,4,3,3,5,3,2,4,2,3,4,3,4,0.0,0.0,satisfied,0.0,3.2
Male,disloyal Customer,67,Personal Travel,Eco,490.0,1,3,2,2,2,2,3,3,3,3,3,4,3,3,14.0,0.0,neutral or dissatisfied,14.0,2.8
Male,Loyal Customer,40,Business travel,Business,551.0,4,3,3,2,3,4,5,5,4,5,3,1,5,5,7.0,9.0,satisfied,16.0,4.0
Male,Loyal Customer,12,Business travel,Eco,894.0,1,2,1,2,4,1,3,3,3,2,4,2,4,3,4.0,0.0,neutral or dissatisfied,4.0,2.9
Female,disloyal Customer,47,Business travel,Eco Plus,778.0,4,5,4,2,2,5,3,2,3,2,4,5,2,2,32.5,40.0,neutral or dissatisfied,72.5,2.9
Male,Loyal Customer,58,Business travel,Business,655.0,4,3,4,3,2,4,4,3,4,3,3,1,2,4,12.0,14.0,satisfied,26.0,3.0
Female,disloyal Customer,57,Business travel,Business,1756.0,5,5,4,2,4,5,4,4,5,4,3,3,4,4,32.5,40.0,neutral or dissatisfied,72.5,4.0
Female,disloyal Customer,35,Personal Travel,Eco,56.0,1,1,1,4,3,1,2,3,1,3,3,3,3,2,6.0,11.0,neutral or dissatisfied,17.0,2.4
Male,Loyal Customer,36,Business travel,Business,155.0,4,5,5,4,4,5,4,4,3,3,3,5,4,5,25.0,14.0,neutral or dissatisfied,39.0,3.9
Female,Loyal Customer,51,Business travel,Business,917.0,4,3,4,4,3,3,3,4,3,2,3,3,3,4,1.0,3.0,satisfied,4.0,3.2
Male,disloyal Customer,42,Business travel,Business,433.0,4,4,4,3,4,5,5,4,4,4,2,2,5,5,0.0,0.0,neutral or dissatisfied,0.0,3.9
Female,disloyal Customer,48,Personal Travel,Eco,1785.0,0,2,0,3,2,0,2,4,3,3,4,5,2,2,32.5,23.0,neutral or dissatisfied,55.5,2.7
Male,Loyal Customer,31,Business travel,Eco,1049.0,2,4,2,0,1,2,1,1,1,0,5,3,2,0,16.0,1.0,neutral or dissatisfied,17.0,1.6
Female,Loyal Customer,45,Personal Travel,Business,2148.0,3,3,4,3,5,4,4,4,4,3,3,2,4,5,32.5,40.0,satisfied,72.5,3.7
Male,Loyal Customer,32,Business travel,Eco,502.0,2,4,3,3,2,2,2,3,3,3,2,2,2,3,1.0,0.0,neutral or dissatisfied,1.0,2.4
Female,Loyal Customer,37,Personal Travel,Eco,2678.5,2,3,2,2,3,2,5,3,4,4,2,4,4,4,2.0,0.0,neutral or dissatisfied,2.0,3.5
Male,Loyal Customer,24,Business travel,Eco,1247.0,3,4,3,2,2,3,3,2,3,3,2,4,2,2,21.0,20.0,satisfied,41.0,2.6
Male,Loyal Customer,28,Personal Travel,Eco,2258.0,1,4,2,4,3,2,3,2,3,2,4,3,3,3,23.0,19.0,neutral or dissatisfied,42.0,2.7
Male,Loyal Customer,18,Business travel,Eco,282.0,3,4,4,1,2,3,2,3,2,2,4,3,1,3,32.5,40.0,neutral or dissatisfied,72.5,2.5
Male,Loyal Customer,16,Personal Travel,Eco,297.0,4,5,3,3,2,2,1,1,3,1,4,3,1,2,4.0,2.0,neutral or dissatisfied,6.0,2.2
Male,disloyal Customer,26,Business travel,Eco,1363.0,1,2,1,2,4,2,3,2,2,3,4,1,3,3,9.0,1.0,neutral or dissatisfied,10.0,2.6
Male,Loyal Customer,46,Business travel,Business,1102.0,4,5,5,4,5,4,4,4,4,3,4,5,5,4,11.0,11.0,satisfied,22.0,4.2
Female,Loyal Customer,44,Business travel,Business,1139.0,4,5,5,2,2,4,4,3,3,3,3,3,4,4,2.0,9.0,satisfied,11.0,3.3
Male,Loyal Customer,53,Business travel,Eco,411.0,0,4,0,2,2,0,3,2,3,3,5,5,3,3,15.0,25.0,neutral or dissatisfied,40.0,2.9
Male,Loyal Customer,33,Personal Travel,Eco,219.0,3,3,3,5,3,3,3,3,2,3,2,4,2,3,1.0,0.0,neutral or dissatisfied,1.0,2.8
Male,disloyal Customer,17,Business travel,Business,659.0,3,5,3,3,4,4,5,5,5,4,3,4,4,5,0.0,0.0,satisfied,0.0,4.2
Female,Loyal Customer,45,Personal Travel,Eco,870.0,2,3,3,2,4,2,3,3,4,2,2,3,3,3,1.0,0.0,neutral or dissatisfied,1.0,2.9
Female,Loyal Customer,40,Business travel,Business,2527.0,4,4,5,3,2,4,3,3,2,3,3,3,3,3,19.0,4.0,satisfied,23.0,2.9
Female,disloyal Customer,38,Business travel,Eco,351.0,2,3,3,3,2,2,2,2,2,1,3,2,2,2,25.0,13.0,satisfied,38.0,2.0
Female,Loyal Customer,24,Personal Travel,Business,314.0,5,4,5,2,5,5,5,5,4,4,4,3,5,5,0.0,0.0,satisfied,0.0,4.5
Male,Loyal Customer,34,Business travel,Eco,620.0,3,3,3,4,2,3,2,2,2,1,4,4,3,1,4.0,0.0,satisfied,4.0,2.4
Female,Loyal Customer,50,Business travel,Business,324.0,4,3,5,4,4,5,3,3,3,4,0,3,5,3,0.0,0.0,satisfied,0.0,3.2
Male,Loyal Customer,22,Business travel,Eco,1186.0,1,3,1,2,2,2,1,1,1,1,1,4,1,1,32.5,40.0,neutral or dissatisfied,72.5,1.4
Female,Loyal Customer,12,Business travel,Eco,333.0,2,3,2,4,2,2,2,3,2,4,4,3,3,4,1.0,0.0,neutral or dissatisfied,1.0,2.9
Male,Loyal Customer,42,Personal Travel,Eco,442.0,3,2,3,3,2,4,2,2,1,3,5,5,3,3,7.0,17.0,neutral or dissatisfied,24.0,2.9
Male,Loyal Customer,28,Business travel,Business,630.0,4,5,3,3,3,4,4,4,4,4,3,4,3,2,32.0,22.0,neutral or dissatisfied,54.0,3.5
Male,Loyal Customer,51,Business travel,Business,2678.5,2,4,4,4,3,3,3,4,3,1,4,5,3,4,2.0,18.0,satisfied,20.0,3.2
Female,Loyal Customer,35,Personal Travel,Eco,1418.0,3,3,3,3,0,3,2,3,2,4,3,2,2,2,12.0,10.0,satisfied,22.0,2.3
Male,Loyal Customer,24,Business travel,Business,155.0,4,2,4,2,5,4,5,5,5,3,4,4,5,5,20.0,2.0,satisfied,22.0,4.5
Male,Loyal Customer,42,Personal Travel,Eco Plus,95.0,4,3,4,3,3,5,4,3,3,2,4,5,3,3,0.0,0.0,neutral or dissatisfied,0.0,3.4
Female,Loyal Customer,39,Personal Travel,Eco,2678.5,2,4,2,3,4,2,3,3,2,2,5,2,2,3,24.0,29.0,neutral or dissatisfied,53.0,2.8
Female,disloyal Customer,39,Personal Travel,Eco Plus,1209.0,4,4,3,3,3,4,4,2,4,3,4,5,3,4,11.0,11.0,neutral or dissatisfied,22.0,3.6
Male,disloyal Customer,24,Business travel,Eco,31.0,3,1,2,2,3,1,4,4,3,2,1,4,3,3,32.5,40.0,neutral or dissatisfied,72.5,3.0
Female,Loyal Customer,58,Personal Travel,Eco,354.0,2,4,2,4,3,2,4,4,3,3,2,2,5,4,32.0,14.0,satisfied,46.0,3.2
Male,Loyal Customer,31,Business travel,Business,1423.0,4,5,5,3,2,4,5,5,5,3,4,3,4,4,0.0,0.0,neutral or dissatisfied,0.0,3.9
Female,Loyal Customer,61,Business travel,Eco,1217.0,2,5,2,4,2,2,2,2,2,1,3,4,1,2,0.0,0.0,neutral or dissatisfied,0.0,2.1
Male,Loyal Customer,14,Personal Travel,Eco,1152.0,2,2,1,4,5,1,4,4,4,2,3,3,4,3,0.0,0.0,neutral or dissatisfied,0.0,3.4
Male,Loyal Customer,53,Personal Travel,Eco,865.0,2,3,3,3,0,2,2,2,2,1,3,3,2,1,1.0,0.0,satisfied,1.0,1.8
Male,Loyal Customer,47,Business travel,Eco Plus,1195.0,3,5,2,2,4,3,5,4,4,3,2,3,4,4,0.0,0.0,neutral or dissatisfied,0.0,3.6
Female,Loyal Customer,35,Personal Travel,Eco,823.0,3,5,2,3,1,3,2,2,2,1,3,4,1,1,0.0,0.0,neutral or dissatisfied,0.0,2.0
Male,Loyal Customer,15,Personal Travel,Eco,798.0,3,5,3,3,3,2,2,3,4,2,4,4,3,2,3.0,15.0,neutral or dissatisfied,18.0,3.0
Male,Loyal Customer,41,Business travel,Eco,1137.0,2,3,4,3,2,2,2,2,3,3,4,2,4,2,32.0,25.0,neutral or dissatisfied,57.0,2.6
Female,disloyal Customer,12,Business travel,Eco,843.0,3,5,3,3,2,3,2,2,2,2,3,4,3,2,11.0,19.0,neutral or dissatisfied,30.0,2.5
Male,Loyal Customer,33,Personal Travel,Business,119.0,5,5,4,3,5,4,4,4,3,4,3,3,4,4,2.0,15.0,neutral or dissatisfied,17.0,3.9
Male,Loyal Customer,52,Business travel,Business,1761.0,5,4,5,3,3,5,4,3,3,3,4,3,4,3,8.0,17.0,satisfied,25.0,3.5
Female,Loyal Customer,37,Business travel,Eco,741.0,4,4,3,3,0,4,0,1,0,1,3,2,2,1,0.0,0.0,neutral or dissatisfied,0.0,1.4
Female,Loyal Customer,37,Business travel,Eco,1573.0,1,3,2,2,2,1,3,3,3,3,2,4,3,3,12.0,11.0,neutral or dissatisfied,23.0,2.7
Female,Loyal Customer,61,Personal Travel,Eco,2393.0,2,1,2,2,2,2,2,2,2,3,3,3,3,2,0.0,0.0,neutral or dissatisfied,0.0,2.4
Male,Loyal Customer,42,Personal Travel,Business,665.0,5,5,4,3,3,4,4,4,4,2,3,4,3,4,14.0,5.0,neutral or dissatisfied,19.0,3.6
Male,Loyal Customer,66,Business travel,Business,242.0,3,4,2,2,4,2,5,5,5,4,4,2,5,4,5.0,13.0,neutral or dissatisfied,18.0,4.1
Female,Loyal Customer,35,Personal Travel,Eco,244.0,2,3,1,5,1,1,2,2,3,2,3,4,1,3,32.5,40.0,neutral or dissatisfied,72.5,2.3
Female,Loyal Customer,55,Business travel,Eco,931.0,0,2,1,3,2,1,2,2,2,3,4,5,2,3,1.0,0.0,neutral or dissatisfied,1.0,2.5
Female,Loyal Customer,38,Business travel,Business,480.0,5,5,5,3,3,5,4,3,4,4,1,4,3,3,6.0,0.0,neutral or dissatisfied,6.0,3.4
Female,Loyal Customer,45,Business travel,Business,282.0,5,3,4,5,5,5,5,5,5,3,3,3,4,4,0.0,0.0,satisfied,0.0,4.2
Male,disloyal Customer,27,Business travel,Eco,1412.0,3,3,3,3,2,4,2,2,2,2,4,4,2,2,2.0,4.0,neutral or dissatisfied,6.0,2.5
Female,Loyal Customer,44,Business travel,Eco,693.0,2,4,2,3,2,2,2,2,3,2,2,3,1,2,5.0,1.0,neutral or dissatisfied,6.0,2.1
Male,Loyal Customer,45,Business travel,Business,692.0,4,5,4,3,2,4,2,2,2,3,2,5,2,2,30.0,40.0,satisfied,70.0,2.6
Male,Loyal Customer,42,Business travel,Business,125.0,3,5,4,2,5,3,4,5,4,5,5,3,5,5,6.0,15.0,neutral or dissatisfied,21.0,4.4
Female,Loyal Customer,14,Business travel,Business,508.0,5,5,4,3,3,4,5,5,4,4,5,1,5,5,0.0,0.0,satisfied,0.0,4.2
Female,Loyal Customer,55,Business travel,Business,513.0,5,4,4,2,4,5,5,5,4,4,4,5,4,4,8.0,31.0,neutral or dissatisfied,39.0,4.4
Male,Loyal Customer,45,Business travel,Business,514.0,4,4,3,0,3,3,4,3,4,4,3,3,5,4,30.0,40.0,satisfied,70.0,3.7
Female,Loyal Customer,47,Business travel,Business,823.0,5,4,5,2,3,5,3,4,4,4,4,4,5,4,0.0,0.0,satisfied,0.0,4.0
Male,Loyal Customer,63,Business travel,Business,526.0,5,4,5,2,4,5,5,5,4,4,4,4,5,4,24.0,22.0,satisfied,46.0,4.4
Female,disloyal Customer,39,Personal Travel,Eco Plus,1401.0,4,5,4,2,2,4,2,2,2,1,3,3,2,2,0.0,0.0,neutral or dissatisfied,0.0,2.3
Male,Loyal Customer,50,Personal Travel,Eco,716.0,1,3,2,2,2,1,2,2,2,2,2,2,1,3,0.0,0.0,neutral or dissatisfied,0.0,1.9
Female,disloyal Customer,51,Business travel,Business,976.0,5,4,5,3,1,5,3,3,3,3,4,3,3,2,11.0,19.0,satisfied,30.0,3.0
Male,disloyal Customer,36,Business travel,Eco,633.0,2,4,1,2,4,2,3,2,3,1,4,3,2,2,6.0,0.0,neutral or dissatisfied,6.0,2.6
Male,disloyal Customer,40,Business travel,Business,518.0,5,4,5,3,4,5,4,4,5,3,2,3,4,4,32.5,40.0,satisfied,72.5,3.8
Male,Loyal Customer,28,Personal Travel,Eco,1109.0,2,3,2,2,2,3,2,3,3,3,2,3,3,3,7.0,25.0,neutral or dissatisfied,32.0,2.6
Male,disloyal Customer,7,Business travel,Business,239.0,5,5,5,3,3,5,5,4,4,4,5,4,3,4,3.0,0.0,satisfied,3.0,4.1
Female,Loyal Customer,29,Business travel,Business,462.0,5,5,5,4,4,5,4,4,4,5,2,4,4,5,0.0,0.0,neutral or dissatisfied,0.0,4.1
Male,disloyal Customer,19,Business travel,Business,2593.0,5,2,5,3,2,5,5,4,4,4,4,3,3,4,26.0,40.0,satisfied,66.0,3.8
Male,Loyal Customer,17,Business travel,Business,684.0,3,4,5,2,4,4,4,4,3,3,4,3,3,3,0.0,0.0,neutral or dissatisfied,0.0,3.4
Male,Loyal Customer,29,Business travel,Business,192.0,5,5,5,2,5,5,5,5,5,4,4,5,4,4,5.0,0.0,satisfied,5.0,4.6
Female,Loyal Customer,75,Business travel,Eco,404.0,2,4,2,3,3,1,2,2,1,0,3,3,2,1,0.0,0.0,neutral or dissatisfied,0.0,1.9
Male,Loyal Customer,22,Business travel,Business,1703.0,4,4,5,4,3,4,5,5,4,3,3,1,5,5,10.0,3.0,neutral or dissatisfied,13.0,3.8
Male,Loyal Customer,48,Business travel,Business,944.0,5,5,4,3,4,4,5,5,4,4,3,4,5,4,9.0,14.0,satisfied,23.0,4.3
Female,Loyal Customer,12,Business travel,Business,906.0,4,3,4,2,5,4,5,5,5,3,1,3,5,5,10.0,4.0,satisfied,14.0,4.1
Male,Loyal Customer,44,Personal Travel,Eco,1261.0,3,3,2,4,2,2,1,1,2,2,3,4,1,2,5.0,10.0,neutral or dissatisfied,15.0,2.1
Female,Loyal Customer,50,Business travel,Business,393.0,5,5,5,2,4,4,4,3,4,4,3,1,4,3,5.0,17.0,satisfied,22.0,3.5
Male,Loyal Customer,23,Personal Travel,Eco,301.0,4,4,3,3,2,4,3,2,4,1,3,4,2,2,1.0,3.0,neutral or dissatisfied,4.0,2.7
Female,Loyal Customer,30,Business travel,Eco,1912.0,1,2,1,2,1,1,2,1,2,1,3,5,2,1,25.0,26.0,neutral or dissatisfied,51.0,1.9
Female,Loyal Customer,26,Personal Travel,Eco Plus,336.0,3,3,3,5,3,3,2,2,3,2,3,3,3,3,1.0,0.0,satisfied,1.0,2.7
Male,Loyal Customer,47,Personal Travel,Eco,1567.0,2,4,2,2,2,1,1,2,2,2,2,3,2,1,0.0,0.0,neutral or dissatisfied,0.0,1.9
Male,Loyal Customer,44,Business travel,Eco,879.0,2,4,2,4,2,2,2,3,2,2,3,4,2,3,0.0,0.0,neutral or dissatisfied,0.0,2.5
Female,Loyal Customer,52,Business travel,Eco,565.0,3,5,3,4,2,4,2,2,3,2,3,3,3,3,14.0,10.0,neutral or dissatisfied,24.0,2.6
Female,Loyal Customer,38,Business travel,Eco,908.0,3,3,2,2,3,3,3,3,3,3,5,3,2,3,21.0,24.0,neutral or dissatisfied,45.0,3.1
Male,Loyal Customer,17,Personal Travel,Eco,1404.0,1,2,0,4,0,0,1,1,1,2,4,4,1,2,0.0,0.0,neutral or dissatisfied,0.0,1.7
Female,disloyal Customer,23,Business travel,Business,365.0,5,5,5,2,3,5,3,4,4,3,3,2,4,4,1.0,21.0,satisfied,22.0,3.5
Male,Loyal Customer,19,Business travel,Business,1469.0,3,3,4,3,3,4,4,4,4,3,2,2,4,3,14.0,0.0,satisfied,14.0,3.2
Male,Loyal Customer,27,Personal Travel,Eco Plus,1751.0,3,3,4,2,4,3,5,4,4,4,4,2,4,4,4.0,6.0,satisfied,10.0,3.8
Female,Loyal Customer,31,Business travel,Eco,619.0,3,4,4,3,1,2,1,1,0,1,3,3,1,1,0.0,0.0,neutral or dissatisfied,0.0,1.5
Male,disloyal Customer,33,Business travel,Business,2189.0,5,4,4,3,2,5,3,4,4,2,3,2,4,3,0.0,0.0,satisfied,0.0,3.2
Male,Loyal Customer,38,Personal Travel,Eco,1092.0,2,4,2,3,2,2,2,2,2,1,3,4,2,2,13.0,1.0,neutral or dissatisfied,14.0,2.2
Female,Loyal Customer,12,Personal Travel,Eco,437.0,2,3,3,2,1,3,2,1,2,2,3,4,2,1,5.0,7.0,neutral or dissatisfied,12.0,2.0
Male,Loyal Customer,52,Business travel,Business,1876.0,5,4,5,3,3,5,2,3,4,4,4,3,4,4,1.0,0.0,satisfied,1.0,3.6
Male,Loyal Customer,44,Business travel,Eco,736.0,2,3,2,2,1,2,2,1,2,2,3,4,1,2,23.0,15.0,neutral or dissatisfied,38.0,2.0
Female,Loyal Customer,34,Business travel,Business,1231.0,3,5,3,3,3,4,3,3,3,2,2,4,2,3,13.0,27.0,satisfied,40.0,2.8
Female,disloyal Customer,32,Business travel,Business,542.0,3,4,3,3,4,3,4,4,4,4,4,4,5,4,1.0,4.0,satisfied,5.0,4.0
Male,disloyal Customer,32,Personal Travel,Eco,416.0,4,4,3,2,1,4,1,2,2,1,3,3,1,1,1.0,0.0,neutral or dissatisfied,1.0,1.9
Female,Loyal Customer,34,Business travel,Eco,422.0,1,2,1,5,3,1,4,4,4,3,4,5,4,3,4.0,10.0,neutral or dissatisfied,14.0,3.5
Female,Loyal Customer,46,Business travel,Business,543.0,4,3,3,4,4,3,4,4,3,3,4,4,4,3,0.0,0.0,satisfied,0.0,3.7
Female,Loyal Customer,37,Personal Travel,Eco,2678.5,3,4,2,2,2,3,2,2,2,2,2,3,2,2,0.0,0.0,neutral or dissatisfied,0.0,2.2
Male,disloyal Customer,44,Business travel,Business,274.0,3,4,4,4,3,3,4,4,4,3,4,2,4,3,0.0,0.0,satisfied,0.0,3.4
Female,disloyal Customer,41,Personal Travel,Eco,371.0,3,4,4,2,3,4,2,4,3,3,3,2,3,2,0.0,0.0,neutral or dissatisfied,0.0,2.8
Female,Loyal Customer,31,Business travel,Business,791.0,3,3,4,2,5,3,4,4,4,3,1,2,5,5,32.5,35.0,satisfied,67.5,3.6
Male,Loyal Customer,16,Business travel,Eco,696.0,3,5,3,4,1,3,1,1,1,1,2,5,1,1,0.0,0.0,satisfied,0.0,1.7
Male,Loyal Customer,60,Personal Travel,Business,1956.0,5,5,4,3,5,5,3,4,5,4,5,4,5,5,32.5,20.0,satisfied,52.5,4.5
Female,Loyal Customer,49,Business travel,Business,121.0,4,4,3,4,5,4,5,4,4,4,4,2,5,4,16.0,6.0,satisfied,22.0,4.1
Male,Loyal Customer,59,Personal Travel,Eco,1403.0,2,3,1,2,2,1,0,1,1,2,3,2,2,0,0.0,0.0,neutral or dissatisfied,0.0,1.5
Female,Loyal Customer,32,Business travel,Eco,970.0,2,4,1,4,3,3,2,3,2,3,4,2,3,2,0.0,0.0,neutral or dissatisfied,0.0,2.6
Female,Loyal Customer,45,Personal Travel,Eco,951.0,2,3,2,2,2,2,2,1,2,2,2,3,2,1,23.0,0.0,neutral or dissatisfied,23.0,1.9
Female,Loyal Customer,31,Business travel,Business,2678.5,5,4,4,3,3,5,4,4,2,4,4,3,4,4,16.0,12.0,satisfied,28.0,3.7
Male,disloyal Customer,50,Personal Travel,Eco,527.0,2,4,3,3,1,2,2,1,3,1,3,4,2,2,11.0,11.0,neutral or dissatisfied,22.0,2.1
Male,Loyal Customer,63,Personal Travel,Eco,96.0,2,3,3,3,1,2,1,1,1,1,3,0,2,1,3.0,0.0,satisfied,3.0,1.3
Female,Loyal Customer,63,Business travel,Eco,549.0,3,4,2,2,2,3,2,1,1,1,1,3,2,1,1.0,0.0,neutral or dissatisfied,1.0,1.7
Female,Loyal Customer,41,Business travel,Eco,189.0,2,4,1,1,4,1,5,3,3,3,3,2,3,5,32.5,40.0,neutral or dissatisfied,72.5,3.3
Male,Loyal Customer,51,Personal Travel,Eco,1423.0,1,3,2,5,1,3,1,1,2,0,4,3,1,1,4.0,0.0,satisfied,4.0,1.5
Female,Loyal Customer,48,Personal Travel,Eco Plus,2678.5,3,3,3,2,3,3,2,3,4,3,3,4,3,3,1.0,0.0,satisfied,1.0,3.1
Female,disloyal Customer,42,Business travel,Business,1657.0,3,5,3,4,2,4,4,4,3,4,5,4,4,3,12.0,0.0,satisfied,12.0,3.6
Male,Loyal Customer,46,Personal Travel,Business,780.0,5,5,5,2,5,5,5,5,5,4,3,2,5,5,0.0,0.0,satisfied,0.0,4.4
Male,Loyal Customer,28,Personal Travel,Business,739.0,2,2,2,1,4,3,5,5,5,4,1,4,5,4,0.0,0.0,satisfied,0.0,3.9
Male,Loyal Customer,17,Personal Travel,Eco,1687.0,1,5,2,3,2,1,1,2,1,1,3,3,2,2,1.0,2.0,neutral or dissatisfied,3.0,1.8
Male,Loyal Customer,46,Business travel,Eco Plus,1375.0,4,3,3,2,2,3,3,2,2,3,3,4,3,3,32.5,36.0,neutral or dissatisfied,68.5,2.9
Female,disloyal Customer,24,Business travel,Eco Plus,1476.0,2,2,1,4,4,1,3,3,4,3,2,4,3,5,9.0,15.0,neutral or dissatisfied,24.0,3.3
Female,Loyal Customer,27,Personal Travel,Eco,1635.0,3,2,3,3,2,4,3,2,3,3,3,4,2,3,2.0,2.0,neutral or dissatisfied,4.0,2.8
Female,Loyal Customer,33,Business travel,Eco,2666.0,1,3,1,2,3,1,1,1,2,0,4,3,2,1,0.0,0.0,neutral or dissatisfied,0.0,1.8
Female,Loyal Customer,63,Business travel,Business,1505.0,5,3,4,3,3,5,4,3,5,3,3,3,5,5,0.0,0.0,satisfied,0.0,3.9
Female,disloyal Customer,39,Business travel,Business,85.0,4,4,5,3,5,5,5,5,5,5,4,4,5,5,32.5,30.0,neutral or dissatisfied,62.5,4.7
Female,Loyal Customer,27,Personal Travel,Eco,1685.0,2,3,1,2,3,0,3,3,2,2,4,3,3,3,0.0,0.0,neutral or dissatisfied,0.0,2.8
Female,Loyal Customer,21,Business travel,Business,516.0,5,5,5,3,5,4,4,4,4,3,4,4,4,4,12.0,7.0,satisfied,19.0,4.1
Male,Loyal Customer,37,Business travel,Eco,1243.0,0,4,1,3,2,1,2,4,3,2,4,5,3,3,0.0,0.0,neutral or dissatisfied,0.0,2.8
Female,Loyal Customer,37,Business travel,Business,121.0,4,4,4,2,3,3,3,3,3,3,3,3,4,3,6.0,0.0,satisfied,6.0,3.2
Male,Loyal Customer,22,Business travel,Business,683.0,4,5,3,2,4,3,5,5,4,5,3,2,5,5,4.0,5.0,satisfied,9.0,4.2
Female,disloyal Customer,42,Business travel,Eco,482.0,1,2,1,3,1,0,1,0,1,1,3,3,1,1,27.0,31.0,neutral or dissatisfied,58.0,1.3
Female,Loyal Customer,15,Business travel,Eco,507.0,2,2,1,2,3,1,3,4,4,4,3,3,2,3,11.0,2.0,satisfied,13.0,3.1
Female,Loyal Customer,24,Business travel,Business,1628.0,4,5,4,3,5,5,4,5,5,4,3,1,5,4,15.0,30.0,neutral or dissatisfied,45.0,4.0
Female,Loyal Customer,60,Personal Travel,Business,923.0,4,5,4,3,3,5,5,5,4,4,2,4,4,5,32.5,36.0,neutral or dissatisfied,68.5,4.0
Male,Loyal Customer,22,Business travel,Eco,1527.0,1,3,1,3,1,1,1,2,1,2,3,3,2,2,0.0,0.0,neutral or dissatisfied,0.0,1.8
Female,Loyal Customer,38,Business travel,Business,2678.5,4,5,4,2,4,4,5,3,4,3,3,3,4,4,0.0,0.0,satisfied,0.0,3.7
Male,Loyal Customer,46,Personal Travel,Eco Plus,1418.0,3,5,4,1,5,3,4,4,4,4,3,3,5,4,3.0,22.0,satisfied,25.0,3.9
Male,Loyal Customer,67,Business travel,Eco,1155.0,3,4,3,2,5,2,4,5,5,4,3,3,4,4,1.0,1.0,neutral or dissatisfied,2.0,4.0
Male,Loyal Customer,63,Personal Travel,Eco,776.0,4,4,5,0,3,5,2,2,2,1,5,3,2,3,0.0,0.0,satisfied,0.0,2.7
Female,disloyal Customer,50,Business travel,Eco,2058.0,2,3,3,2,4,4,3,4,3,2,3,5,3,4,0.0,0.0,neutral or dissatisfied,0.0,3.3
Female,Loyal Customer,24,Personal Travel,Eco,1405.0,2,4,2,4,3,2,2,3,2,2,3,3,3,2,10.0,25.0,neutral or dissatisfied,35.0,2.5
Male,Loyal Customer,26,Personal Travel,Business,1694.0,4,5,3,2,4,4,4,3,4,4,2,2,3,5,14.0,26.0,satisfied,40.0,3.5
Female,Loyal Customer,33,Personal Travel,Eco,1042.0,3,4,3,3,3,2,4,3,2,3,1,2,3,3,16.0,7.0,neutral or dissatisfied,23.0,2.7
Female,Loyal Customer,77,Business travel,Eco,988.0,3,5,3,4,1,3,2,2,3,1,4,2,2,2,11.0,26.0,neutral or dissatisfied,37.0,2.2
Female,Loyal Customer,47,Business travel,Business,389.0,4,4,5,4,4,5,5,4,5,3,3,3,5,5,0.0,0.0,satisfied,0.0,4.1
Male,Loyal Customer,39,Personal Travel,Eco,472.0,1,4,0,3,3,1,2,1,2,3,3,3,2,2,1.0,0.0,neutral or dissatisfied,1.0,2.2
Female,disloyal Customer,43,Business travel,Eco,2368.0,3,5,3,2,2,3,3,3,3,2,4,2,3,3,8.0,8.0,neutral or dissatisfied,16.0,2.8
Female,Loyal Customer,60,Business travel,Eco,1906.0,0,3,1,4,2,1,2,2,3,2,3,2,2,2,5.0,1.0,neutral or dissatisfied,6.0,2.0
Female,Loyal Customer,31,Business travel,Eco,640.0,2,5,2,3,2,1,2,3,3,3,4,4,2,2,0.0,0.0,neutral or dissatisfied,0.0,2.7
Male,Loyal Customer,41,Personal Travel,Eco,818.0,2,4,3,5,1,3,1,2,2,1,2,2,1,2,5.0,0.0,neutral or dissatisfied,5.0,1.6
Female,Loyal Customer,36,Personal Travel,Eco,2122.0,2,3,1,1,3,1,4,4,4,3,3,3,5,3,12.0,15.0,satisfied,27.0,3.4
Male,Loyal Customer,29,Personal Travel,Eco,1403.0,3,4,2,3,3,1,2,2,3,2,4,4,3,3,1.0,0.0,satisfied,1.0,2.9
Female,Loyal Customer,36,Business travel,Eco,2678.5,4,4,4,3,2,4,2,2,2,3,3,2,2,3,10.0,10.0,neutral or dissatisfied,20.0,2.5
Female,Loyal Customer,45,Personal Travel,Business,404.0,5,5,5,2,4,5,4,5,4,4,4,1,5,5,2.0,3.0,neutral or dissatisfied,5.0,4.1
Male,disloyal Customer,44,Personal Travel,Eco,505.0,2,3,2,2,3,3,3,3,4,2,3,4,2,3,26.0,35.0,neutral or dissatisfied,61.0,2.9
Female,Loyal Customer,61,Business travel,Eco,622.0,1,3,0,2,2,1,2,2,2,2,3,3,2,2,0.0,0.0,neutral or dissatisfied,0.0,2.1
Male,Loyal Customer,31,Business travel,Business,63.0,3,2,2,5,2,4,2,3,4,3,1,1,3,3,18.0,11.0,neutral or dissatisfied,29.0,2.5
Female,Loyal Customer,43,Business travel,Business,2034.0,3,4,5,3,4,5,4,3,4,2,1,5,3,4,0.0,0.0,satisfied,0.0,3.3
