id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
14501,Male,Loyal Customer,44,Business travel,Eco,675,3,2,2,3,2,2,1,1,0,0,2,3,1,0,0,0.0,neutral or dissatisfied
14502,Female,disloyal Customer,49,Personal Travel,Eco,925,3,3,3,2,3,3,3,2,3,2,4,4,2,1,0,0.0,neutral or dissatisfied
14503,Male,Loyal Customer,66,Business travel,Business,450,3,4,2,3,3,4,5,5,4,4,4,2,5,4,27,24.0,satisfied
14504,Female,disloyal Customer,31,Business travel,Eco,1785,3,4,2,2,4,2,2,3,3,1,5,3,2,3,1,0.0,neutral or dissatisfied
14505,Female,Loyal Customer,37,Personal Travel,Eco,807,2,3,2,3,1,2,3,3,3,2,1,5,3,3,1,0.0,neutral or dissatisfied
14506,Female,Loyal Customer,57,Business travel,Eco,647,3,4,3,2,3,2,1,2,1,1,2,3,2,2,0,0.0,neutral or dissatisfied
14507,Female,Loyal Customer,35,Business travel,Business,65,4,5,4,2,4,4,4,5,5,4,5,2,4,5,17,14.0,satisfied
14508,Male,Loyal Customer,48,Business travel,Business,683,5,5,4,2,4,3,5,4,3,4,5,3,4,3,0,0.0,satisfied
14509,Female,Loyal Customer,32,Business travel,Eco,754,1,3,2,5,2,1,2,1,1,1,3,3,1,1,0,0.0,neutral or dissatisfied
14510,Male,disloyal Customer,46,Business travel,Business,556,4,3,4,4,3,5,4,3,4,2,3,2,4,4,1,0.0,satisfied
14511,Male,disloyal Customer,49,Personal Travel,Eco Plus,242,4,4,4,3,3,3,2,3,3,3,4,4,3,3,0,0.0,satisfied
14512,Male,disloyal Customer,60,Business travel,Eco,1484,1,4,2,2,3,2,2,1,2,1,2,4,1,1,22,10.0,neutral or dissatisfied
14513,Male,Loyal Customer,29,Business travel,Business,581,4,5,5,2,5,5,5,4,5,5,4,1,5,5,0,0.0,satisfied
14514,Female,Loyal Customer,47,Personal Travel,Eco,780,2,3,2,3,2,2,1,2,1,2,3,3,2,2,15,2.0,neutral or dissatisfied
14515,Male,Loyal Customer,38,Business travel,Eco,350,3,4,3,3,1,3,1,0,2,1,5,3,1,1,0,0.0,neutral or dissatisfied
14516,Female,Loyal Customer,15,Business travel,Eco,905,1,0,1,3,1,1,3,3,4,3,4,2,2,4,1,0.0,neutral or dissatisfied
14517,Male,Loyal Customer,31,Personal Travel,Eco,861,3,4,3,4,1,4,3,2,4,2,1,2,3,3,0,0.0,neutral or dissatisfied
14518,Male,Loyal Customer,29,Business travel,Business,1193,3,5,3,3,3,3,4,4,4,4,3,3,5,3,12,5.0,satisfied
14519,Male,Loyal Customer,46,Personal Travel,Eco,195,3,4,2,5,2,3,2,2,3,1,3,3,3,2,8,13.0,neutral or dissatisfied
14520,Female,Loyal Customer,27,Business travel,Eco,1006,2,4,3,3,2,0,2,1,3,3,3,4,1,2,0,0.0,satisfied
14521,Female,Loyal Customer,41,Business travel,Business,367,5,5,5,3,3,5,3,4,3,3,3,2,4,5,6,16.0,satisfied
14522,Female,Loyal Customer,40,Personal Travel,Eco,1927,0,2,2,2,1,0,2,2,2,2,2,3,2,2,5,9.0,neutral or dissatisfied
14523,Male,Loyal Customer,50,Business travel,Business,450,5,5,5,2,3,4,3,5,5,3,2,4,4,5,0,0.0,neutral or dissatisfied
14524,Male,Loyal Customer,33,Personal Travel,Eco,2510,3,4,3,2,3,3,3,3,3,2,3,3,3,2,0,0.0,neutral or dissatisfied
14525,Female,disloyal Customer,18,Personal Travel,Eco Plus,1375,3,4,3,4,2,2,1,2,2,1,4,4,2,1,0,0.0,neutral or dissatisfied
14526,Female,Loyal Customer,54,Business travel,Eco,485,2,5,1,2,0,1,1,1,2,1,4,3,1,1,26,14.0,neutral or dissatisfied
14527,Male,disloyal Customer,32,Personal Travel,Eco Plus,574,4,5,3,3,3,3,3,3,3,3,3,4,3,3,0,0.0,neutral or dissatisfied
14528,Female,disloyal Customer,56,Personal Travel,Eco,1638,3,5,2,3,1,3,1,2,2,0,4,4,1,1,0,0.0,neutral or dissatisfied
14529,Female,Loyal Customer,40,Personal Travel,Eco,1649,2,3,2,2,2,2,1,1,1,0,4,4,2,2,0,0.0,neutral or dissatisfied
14530,Female,Loyal Customer,41,Business travel,Business,481,4,5,5,2,4,5,5,5,4,4,4,3,5,4,15,24.0,neutral or dissatisfied
14531,Male,Loyal Customer,49,Business travel,Business,1445,5,5,5,3,2,5,3,2,3,3,3,4,2,2,10,21.0,satisfied
14532,Male,Loyal Customer,50,Business travel,Eco,895,2,5,2,2,2,2,2,0,1,1,3,4,1,2,0,0.0,neutral or dissatisfied
14533,Male,Loyal Customer,39,Business travel,Eco,1430,1,2,2,3,2,1,3,3,2,3,3,3,2,3,0,0.0,satisfied
14534,Female,Loyal Customer,33,Personal Travel,Eco,2989,3,4,1,4,3,3,1,1,1,1,2,3,3,2,20,18.0,neutral or dissatisfied
14535,Female,disloyal Customer,39,Personal Travel,Eco,1171,2,4,3,4,2,3,2,2,2,1,2,1,3,2,0,0.0,neutral or dissatisfied
14536,Male,Loyal Customer,13,Business travel,Eco,1027,2,3,2,2,0,2,0,0,1,1,4,3,0,0,13,0.0,neutral or dissatisfied
14537,Female,Loyal Customer,55,Business travel,Business,836,3,4,4,3,5,3,5,5,4,5,2,3,4,5,0,0.0,satisfied
14538,Male,disloyal Customer,27,Personal Travel,Business,524,4,5,5,4,5,4,5,5,5,4,2,3,5,5,0,0.0,satisfied
14539,Male,disloyal Customer,32,Business travel,Eco Plus,596,3,4,2,2,2,3,1,3,3,4,2,2,4,3,21,36.0,neutral or dissatisfied
14540,Female,Loyal Customer,34,Business travel,Business,1385,5,5,3,3,2,4,4,3,3,3,3,4,4,3,2,0.0,neutral or dissatisfied
14541,Female,Loyal Customer,46,Business travel,Business,1519,4,5,5,4,4,4,5,5,5,4,3,5,5,5,1,0.0,satisfied
14542,Male,disloyal Customer,38,Business travel,Business,525,5,5,4,4,5,5,4,4,5,4,1,2,5,5,22,10.0,neutral or dissatisfied
14543,Male,Loyal Customer,50,Personal Travel,Eco,1142,2,3,3,3,4,1,4,4,4,2,2,2,3,4,2,1.0,neutral or dissatisfied
14544,Male,disloyal Customer,48,Business travel,Business,579,4,4,4,4,5,5,5,5,4,4,3,4,4,5,1,20.0,neutral or dissatisfied
14545,Female,Loyal Customer,28,Business travel,Business,271,4,5,5,2,5,4,4,5,4,4,2,5,5,4,36,36.0,satisfied
14546,Female,Loyal Customer,28,Personal Travel,Eco,1118,1,2,2,4,3,2,1,1,2,2,4,4,2,1,0,0.0,satisfied
14547,Female,Loyal Customer,36,Personal Travel,Eco,1338,1,3,1,2,1,0,3,4,3,3,2,3,2,3,4,16.0,neutral or dissatisfied
14548,Male,Loyal Customer,51,Personal Travel,Eco,212,3,4,3,5,2,2,2,3,2,4,4,5,2,2,0,0.0,neutral or dissatisfied
14549,Female,Loyal Customer,48,Personal Travel,Eco,1017,2,3,2,0,1,3,0,1,1,1,4,4,0,0,11,19.0,neutral or dissatisfied
14550,Male,Loyal Customer,50,Business travel,Business,3119,3,5,3,4,4,3,4,3,5,5,3,3,5,5,6,12.0,neutral or dissatisfied
14551,Male,Loyal Customer,36,Personal Travel,Eco,360,2,3,2,4,2,2,2,2,2,2,3,2,2,1,38,36.0,neutral or dissatisfied
14552,Female,Loyal Customer,55,Business travel,Business,1739,4,4,3,1,5,4,4,3,4,3,4,3,3,4,52,50.0,satisfied
14553,Male,Loyal Customer,45,Business travel,Business,1384,4,4,4,3,5,5,5,5,5,4,4,3,5,4,0,0.0,satisfied
14554,Female,Loyal Customer,31,Business travel,Business,825,4,5,3,3,3,3,4,3,3,3,3,2,4,4,0,0.0,satisfied
14555,Male,Loyal Customer,36,Business travel,Business,1358,4,4,3,3,4,5,4,4,3,5,3,2,3,4,12,6.0,satisfied
14556,Male,Loyal Customer,52,Business travel,Business,312,5,5,4,5,2,4,3,3,2,1,2,2,2,1,7,6.0,satisfied
14557,Male,Loyal Customer,63,Personal Travel,Eco Plus,1072,2,3,2,4,2,2,3,1,2,3,5,2,1,2,6,0.0,satisfied
14558,Female,disloyal Customer,14,Business travel,Eco,1330,3,3,2,4,3,2,2,2,2,1,5,4,3,2,0,0.0,neutral or dissatisfied
14559,Female,Loyal Customer,44,Business travel,Business,954,4,5,5,3,3,4,3,3,2,3,2,4,3,3,13,23.0,satisfied
14560,Male,Loyal Customer,16,Personal Travel,Eco,1310,5,4,4,3,3,4,2,2,2,1,3,4,3,3,1,0.0,neutral or dissatisfied
14561,Male,Loyal Customer,29,Personal Travel,Business,2504,4,5,3,5,5,4,5,4,5,5,4,3,5,5,1,4.0,satisfied
14562,Male,disloyal Customer,47,Personal Travel,Eco Plus,1803,5,5,5,5,2,5,3,3,3,3,2,3,3,2,28,41.0,neutral or dissatisfied
14563,Female,disloyal Customer,42,Personal Travel,Eco Plus,379,3,5,3,4,3,3,5,3,5,2,3,2,4,4,0,0.0,neutral or dissatisfied
14564,Female,Loyal Customer,28,Business travel,Business,1408,3,3,4,2,4,3,4,4,4,4,4,3,4,5,4,9.0,satisfied
14565,Male,Loyal Customer,33,Business travel,Business,1238,3,3,4,3,2,2,3,2,3,5,4,4,4,3,5,0.0,satisfied
14566,Male,Loyal Customer,54,Personal Travel,Eco,933,1,3,2,3,3,2,4,3,4,4,3,3,4,4,0,0.0,satisfied
14567,Female,Loyal Customer,41,Personal Travel,Business,851,3,4,5,4,5,4,5,4,5,4,2,5,4,5,7,3.0,neutral or dissatisfied
14568,Female,Loyal Customer,40,Business travel,Eco,1091,1,4,2,4,2,1,2,2,3,3,5,5,2,2,14,7.0,neutral or dissatisfied
14569,Male,Loyal Customer,55,Business travel,Business,1509,4,5,5,4,5,4,5,5,5,2,4,3,3,5,0,0.0,satisfied
14570,Female,disloyal Customer,52,Business travel,Eco,79,2,3,1,3,1,1,2,1,1,2,3,2,2,1,6,17.0,neutral or dissatisfied
14571,Female,disloyal Customer,34,Business travel,Business,1000,5,5,4,3,3,5,5,5,4,5,5,5,5,5,5,8.0,neutral or dissatisfied
14572,Female,Loyal Customer,49,Business travel,Business,760,3,4,4,4,3,3,5,4,3,3,5,2,3,3,12,7.0,satisfied
14573,Male,Loyal Customer,36,Business travel,Eco,781,1,4,2,3,3,2,3,4,3,2,4,2,3,3,11,25.0,neutral or dissatisfied
14574,Female,Loyal Customer,41,Business travel,Business,3152,4,3,4,3,4,4,3,3,3,3,5,2,3,3,0,0.0,satisfied
14575,Female,Loyal Customer,14,Business travel,Business,1695,4,3,4,3,3,3,4,5,3,4,4,3,4,5,11,14.0,satisfied
14576,Female,Loyal Customer,31,Business travel,Business,1223,4,5,4,2,5,5,5,5,5,4,2,2,5,5,1,1.0,satisfied
14577,Male,Loyal Customer,42,Business travel,Business,1293,5,4,4,1,3,4,4,3,4,3,2,4,3,4,15,12.0,satisfied
14578,Male,Loyal Customer,23,Business travel,Business,687,4,5,4,3,5,5,5,5,5,4,3,3,5,5,12,15.0,neutral or dissatisfied
14579,Male,Loyal Customer,35,Business travel,Business,1067,4,4,4,3,2,4,5,3,4,3,4,2,4,4,0,0.0,neutral or dissatisfied
14580,Female,Loyal Customer,16,Business travel,Eco Plus,2171,2,1,2,4,2,3,1,2,3,2,5,3,2,2,13,12.0,neutral or dissatisfied
14581,Male,Loyal Customer,51,Business travel,Eco Plus,2044,5,4,4,2,3,4,4,4,3,4,3,2,4,3,5,0.0,satisfied
14582,Male,Loyal Customer,61,Personal Travel,Eco Plus,3417,4,5,4,4,3,5,3,2,3,1,4,5,2,2,15,19.0,neutral or dissatisfied
14583,Female,Loyal Customer,25,Business travel,Business,575,4,4,4,2,4,5,4,5,5,5,4,4,4,5,0,0.0,satisfied
14584,Female,Loyal Customer,16,Personal Travel,Eco Plus,674,3,4,4,4,2,3,2,3,3,3,2,3,3,2,16,34.0,neutral or dissatisfied
14585,Female,Loyal Customer,48,Business travel,Business,433,5,5,5,2,4,4,5,5,4,4,3,4,4,5,7,9.0,satisfied
14586,Female,Loyal Customer,44,Business travel,Eco,1472,2,3,2,1,4,1,2,2,3,3,3,3,2,3,6,0.0,neutral or dissatisfied
14587,Female,Loyal Customer,47,Personal Travel,Eco Plus,1010,3,4,3,4,2,3,4,4,4,4,2,3,4,3,12,10.0,neutral or dissatisfied
14588,Male,Loyal Customer,51,Business travel,Business,293,4,3,5,3,3,5,5,4,4,3,2,3,4,3,29,32.0,satisfied
14589,Male,Loyal Customer,42,Business travel,Eco,237,2,3,2,2,1,3,2,3,2,2,3,4,2,3,23,29.0,satisfied
14590,Male,Loyal Customer,60,Business travel,Eco,741,2,5,3,3,3,2,3,3,2,2,3,2,2,3,14,17.0,neutral or dissatisfied
14591,Female,disloyal Customer,62,Business travel,Business,649,4,5,4,2,4,4,5,5,5,4,4,4,5,5,2,3.0,satisfied
14592,Female,disloyal Customer,69,Personal Travel,Eco Plus,791,1,3,2,3,4,1,3,4,5,2,4,5,4,3,0,0.0,neutral or dissatisfied
14593,Male,Loyal Customer,71,Business travel,Business,2503,4,5,4,3,4,4,3,3,3,2,4,3,2,4,0,0.0,satisfied
14594,Female,disloyal Customer,29,Personal Travel,Eco,1803,2,3,2,2,1,3,2,1,1,0,5,5,3,2,7,17.0,neutral or dissatisfied
14595,Female,Loyal Customer,56,Business travel,Business,665,5,5,4,3,3,4,4,3,4,4,5,5,3,3,0,0.0,neutral or dissatisfied
14596,Male,Loyal Customer,43,Business travel,Business,1232,4,2,3,2,4,4,4,4,4,4,4,5,3,4,4,1.0,satisfied
14597,Male,Loyal Customer,11,Personal Travel,Eco,2963,1,2,2,2,2,1,4,3,3,4,4,4,4,3,21,20.0,satisfied
14598,Female,Loyal Customer,48,Business travel,Business,387,5,5,5,4,3,5,3,4,4,4,3,2,4,4,41,40.0,satisfied
14599,Female,Loyal Customer,29,Business travel,Eco,228,3,4,2,3,1,2,1,1,2,1,3,2,1,1,18,35.0,neutral or dissatisfied
14600,Female,Loyal Customer,40,Business travel,Business,670,5,3,4,3,4,4,4,3,4,4,4,2,4,3,0,0.0,satisfied
14601,Male,Loyal Customer,23,Business travel,Business,1642,4,5,3,4,4,4,5,5,4,4,2,3,5,5,6,0.0,satisfied
14602,Male,disloyal Customer,60,Personal Travel,Eco,255,3,3,3,4,2,3,1,2,2,2,3,4,2,2,7,3.0,neutral or dissatisfied
14603,Male,Loyal Customer,27,Business travel,Eco,513,3,4,2,2,3,3,3,4,3,2,3,2,4,4,1,0.0,neutral or dissatisfied
14604,Male,disloyal Customer,29,Business travel,Eco,487,3,5,4,3,3,3,2,1,2,2,3,2,1,2,25,35.0,neutral or dissatisfied
14605,Male,disloyal Customer,57,Business travel,Business,643,5,5,4,3,3,5,4,3,4,4,1,1,4,3,43,37.0,satisfied
14606,Female,disloyal Customer,44,Business travel,Business,1109,4,4,4,1,5,5,5,5,5,3,4,4,5,5,4,2.0,satisfied
14607,Male,Loyal Customer,67,Business travel,Eco Plus,65,2,4,3,2,5,2,3,4,3,4,3,3,3,4,9,6.0,neutral or dissatisfied
14608,Male,Loyal Customer,53,Business travel,Business,801,4,4,3,3,4,4,3,4,3,4,5,4,4,5,4,16.0,satisfied
14609,Male,Loyal Customer,56,Business travel,Business,1152,5,5,5,2,3,4,2,3,2,1,3,3,2,3,7,3.0,satisfied
14610,Female,disloyal Customer,24,Business travel,Eco,246,2,5,2,3,2,2,1,2,1,2,2,3,2,2,21,25.0,neutral or dissatisfied
14611,Female,Loyal Customer,45,Personal Travel,Eco,680,3,5,2,2,2,3,2,2,1,2,2,4,2,3,0,0.0,neutral or dissatisfied
14612,Male,Loyal Customer,67,Business travel,Eco,1218,3,2,3,4,1,3,3,4,3,4,4,2,4,4,12,8.0,neutral or dissatisfied
14613,Male,Loyal Customer,24,Personal Travel,Eco,1817,2,4,2,2,0,2,1,1,3,2,3,2,1,1,31,31.0,neutral or dissatisfied
14614,Female,Loyal Customer,40,Business travel,Business,1059,4,3,4,3,3,3,3,3,3,3,3,3,4,3,23,12.0,satisfied
14615,Male,Loyal Customer,39,Business travel,Business,1733,4,3,3,3,3,4,5,4,4,4,3,3,3,5,6,0.0,neutral or dissatisfied
14616,Female,Loyal Customer,44,Personal Travel,Eco,906,3,4,3,4,3,4,4,4,4,3,3,4,4,4,0,0.0,satisfied
14617,Female,Loyal Customer,51,Business travel,Eco,1220,2,4,3,4,3,2,3,4,3,3,3,3,3,3,9,0.0,neutral or dissatisfied
14618,Female,Loyal Customer,42,Business travel,Business,298,3,3,4,3,4,3,3,3,3,2,2,3,2,2,28,26.0,satisfied
14619,Female,Loyal Customer,70,Business travel,Business,1805,4,5,5,4,2,4,5,4,4,3,4,3,4,4,0,0.0,satisfied
14620,Female,Loyal Customer,7,Business travel,Business,952,5,5,4,3,3,5,5,4,4,4,4,5,5,5,0,0.0,satisfied
14621,Female,Loyal Customer,7,Business travel,Business,448,4,3,3,1,5,3,3,5,4,3,3,5,4,5,1,4.0,satisfied
14622,Male,Loyal Customer,36,Business travel,Eco,1169,3,5,4,2,1,4,2,2,1,2,4,4,2,2,27,21.0,neutral or dissatisfied
14623,Female,disloyal Customer,59,Business travel,Eco Plus,821,4,4,3,1,4,3,4,4,5,4,3,2,4,3,0,0.0,neutral or dissatisfied
14624,Male,Loyal Customer,38,Business travel,Business,586,4,4,4,3,4,4,5,4,5,4,3,3,5,5,0,0.0,satisfied
14625,Male,disloyal Customer,34,Business travel,Business,313,4,5,5,2,5,5,5,5,4,5,3,3,4,5,0,0.0,neutral or dissatisfied
14626,Male,Loyal Customer,12,Business travel,Business,1315,4,5,4,3,4,4,4,5,4,5,5,5,5,4,1,0.0,satisfied
14627,Male,Loyal Customer,35,Personal Travel,Eco,1296,2,3,2,4,2,3,2,1,2,1,5,2,1,2,22,28.0,neutral or dissatisfied
14628,Female,Loyal Customer,32,Personal Travel,Eco Plus,1266,3,4,3,1,4,2,3,3,4,3,4,5,3,3,0,0.0,neutral or dissatisfied
14629,Male,Loyal Customer,37,Business travel,Business,1255,4,4,4,3,4,4,3,3,4,3,3,5,4,3,31,39.0,neutral or dissatisfied
14630,Female,Loyal Customer,38,Business travel,Eco Plus,2055,3,3,2,3,4,2,4,5,3,3,4,3,3,4,48,41.0,neutral or dissatisfied
14631,Male,Loyal Customer,50,Personal Travel,Eco Plus,553,2,4,3,3,4,2,5,5,4,3,3,4,4,4,3,0.0,satisfied
14632,Male,Loyal Customer,33,Business travel,Business,393,4,5,3,1,3,4,3,4,3,3,4,3,3,4,8,12.0,satisfied
14633,Male,disloyal Customer,27,Personal Travel,Eco Plus,1543,3,5,4,4,3,4,3,2,3,3,2,3,3,3,9,16.0,neutral or dissatisfied
14634,Female,Loyal Customer,40,Personal Travel,Eco,588,2,2,2,2,3,1,4,3,3,4,3,4,4,4,0,0.0,neutral or dissatisfied
14635,Male,Loyal Customer,40,Business travel,Business,721,4,5,4,3,4,3,4,5,5,4,2,3,5,5,6,10.0,satisfied
14636,Male,Loyal Customer,22,Personal Travel,Eco Plus,532,2,3,3,5,4,3,4,2,3,2,4,2,2,3,3,18.0,neutral or dissatisfied
14637,Male,Loyal Customer,46,Business travel,Eco,629,3,4,2,2,2,3,1,1,0,2,2,5,2,2,54,53.0,neutral or dissatisfied
14638,Male,Loyal Customer,21,Business travel,Eco,2224,2,3,1,1,3,2,1,2,3,2,3,4,2,2,4,0.0,neutral or dissatisfied
14639,Female,Loyal Customer,50,Personal Travel,Business,714,2,5,4,3,4,4,4,5,5,4,5,2,3,4,0,0.0,satisfied
14640,Female,disloyal Customer,32,Personal Travel,Eco Plus,800,1,3,2,5,2,1,2,3,2,1,4,4,2,2,0,0.0,satisfied
14641,Female,Loyal Customer,23,Business travel,Eco,550,4,3,4,3,1,4,2,3,2,1,4,4,2,2,0,0.0,satisfied
14642,Female,Loyal Customer,82,Personal Travel,Eco,1370,1,2,1,3,2,1,1,1,1,1,4,5,0,1,0,0.0,neutral or dissatisfied
14643,Male,Loyal Customer,42,Business travel,Eco,380,2,3,3,4,3,2,3,2,2,1,3,4,3,3,13,10.0,neutral or dissatisfied
14644,Male,Loyal Customer,56,Personal Travel,Business,354,4,4,4,3,4,4,4,4,5,4,5,4,5,5,1,12.0,satisfied
14645,Female,Loyal Customer,39,Personal Travel,Eco,1161,2,4,3,3,2,2,2,2,1,0,2,3,4,2,2,10.0,neutral or dissatisfied
14646,Female,disloyal Customer,60,Personal Travel,Eco,296,3,3,3,2,3,3,4,3,4,3,2,4,3,4,18,16.0,neutral or dissatisfied
14647,Female,Loyal Customer,51,Business travel,Business,1603,5,4,4,4,4,4,3,4,3,3,2,4,4,4,13,22.0,satisfied
14648,Male,disloyal Customer,36,Business travel,Eco,881,2,3,3,2,2,3,3,3,3,2,5,5,2,3,21,10.0,neutral or dissatisfied
14649,Female,disloyal Customer,55,Personal Travel,Eco,1065,3,4,3,4,3,4,4,3,3,3,4,4,4,4,12,25.0,neutral or dissatisfied
14650,Male,Loyal Customer,58,Business travel,Business,628,4,5,4,1,5,4,4,4,4,4,3,3,3,5,4,1.0,satisfied
14651,Female,Loyal Customer,34,Personal Travel,Eco Plus,415,4,5,4,4,3,3,2,2,2,3,3,3,1,3,13,0.0,neutral or dissatisfied
14652,Female,Loyal Customer,40,Business travel,Business,2896,5,5,5,4,4,5,5,5,5,4,3,2,4,5,3,11.0,satisfied
14653,Female,Loyal Customer,71,Business travel,Eco,387,4,5,4,3,2,3,2,2,2,2,5,5,2,3,5,13.0,satisfied
14654,Female,Loyal Customer,43,Business travel,Eco,646,1,2,1,2,4,2,3,4,4,3,2,4,3,4,0,0.0,neutral or dissatisfied
14655,Female,Loyal Customer,57,Business travel,Eco,1104,2,3,1,2,3,1,2,3,3,3,5,4,2,2,0,0.0,neutral or dissatisfied
14656,Male,Loyal Customer,52,Business travel,Business,639,3,4,3,4,5,4,5,5,4,4,4,3,5,5,0,0.0,neutral or dissatisfied
14657,Male,disloyal Customer,56,Business travel,Business,50,3,3,3,2,3,3,5,5,4,4,4,4,5,5,30,14.0,satisfied
14658,Male,Loyal Customer,55,Personal Travel,Eco Plus,1371,4,5,3,3,4,3,3,3,3,3,5,3,3,2,19,45.0,neutral or dissatisfied
14659,Female,Loyal Customer,7,Business travel,Eco Plus,1749,2,3,2,3,2,2,4,2,3,4,4,3,3,2,22,21.0,neutral or dissatisfied
14660,Male,Loyal Customer,32,Business travel,Eco,1622,3,2,2,3,2,3,2,3,4,3,3,4,2,3,15,14.0,neutral or dissatisfied
14661,Female,Loyal Customer,35,Business travel,Business,2040,4,3,3,3,3,4,5,3,3,4,4,4,4,4,23,35.0,satisfied
14662,Male,Loyal Customer,44,Business travel,Business,234,4,4,4,3,5,4,5,5,5,3,5,4,5,5,0,0.0,satisfied
14663,Female,Loyal Customer,27,Business travel,Business,688,5,4,5,2,4,4,5,4,5,4,5,3,5,5,0,0.0,satisfied
14664,Female,Loyal Customer,38,Personal Travel,Eco Plus,1587,3,3,3,2,3,2,3,3,3,3,2,2,3,4,0,0.0,neutral or dissatisfied
14665,Male,Loyal Customer,21,Business travel,Business,229,5,4,4,3,4,4,4,4,4,5,3,3,3,4,0,0.0,satisfied
14666,Female,Loyal Customer,10,Business travel,Eco,1306,2,2,1,3,2,2,3,3,3,3,3,2,2,2,10,4.0,neutral or dissatisfied
14667,Male,Loyal Customer,80,Business travel,Business,555,3,4,3,3,5,3,5,5,5,4,3,2,4,5,18,8.0,satisfied
14668,Male,disloyal Customer,34,Business travel,Business,86,3,5,5,4,5,4,5,4,5,3,2,4,4,4,18,8.0,neutral or dissatisfied
14669,Female,Loyal Customer,59,Business travel,Eco,2230,3,3,2,3,1,3,2,2,0,2,4,4,2,1,9,24.0,neutral or dissatisfied
14670,Female,Loyal Customer,53,Business travel,Eco,613,2,3,3,4,2,2,2,1,2,1,2,4,1,2,20,11.0,neutral or dissatisfied
14671,Male,Loyal Customer,34,Business travel,Business,786,5,5,4,5,3,4,4,3,4,3,3,4,3,4,19,34.0,satisfied
14672,Female,Loyal Customer,63,Personal Travel,Eco,1111,2,4,3,3,2,2,3,3,2,2,5,4,3,2,33,45.0,neutral or dissatisfied
14673,Male,Loyal Customer,27,Business travel,Eco Plus,680,2,5,2,4,3,3,4,4,3,3,3,3,5,5,13,13.0,satisfied
14674,Male,Loyal Customer,39,Business travel,Business,524,4,4,5,3,3,5,3,3,4,2,2,3,4,3,5,,neutral or dissatisfied
14675,Female,disloyal Customer,49,Business travel,Business,604,3,3,4,4,4,4,4,5,5,3,3,5,4,4,0,0.0,satisfied
14676,Male,Loyal Customer,40,Personal Travel,Eco,849,1,3,0,2,3,0,3,3,2,2,3,3,3,3,10,10.0,satisfied
14677,Male,Loyal Customer,38,Personal Travel,Business,1366,5,5,5,3,4,5,4,5,5,5,4,2,5,5,20,42.0,satisfied
14678,Male,Loyal Customer,11,Business travel,Business,909,3,3,4,2,4,4,4,4,3,4,4,3,3,3,9,10.0,neutral or dissatisfied
14679,Male,Loyal Customer,52,Business travel,Eco,832,4,5,4,3,3,5,3,3,3,3,4,4,3,4,0,0.0,neutral or dissatisfied
14680,Female,Loyal Customer,54,Business travel,Business,1669,4,5,4,3,4,4,4,4,5,3,3,2,5,4,0,0.0,satisfied
14681,Female,disloyal Customer,33,Business travel,Eco Plus,174,1,3,1,2,2,2,3,3,2,2,3,5,2,3,0,0.0,neutral or dissatisfied
14682,Male,Loyal Customer,54,Business travel,Business,817,3,4,3,1,4,4,4,4,4,2,3,4,4,4,1,9.0,satisfied
14683,Female,disloyal Customer,44,Business travel,Business,692,4,5,4,3,3,5,4,5,4,2,4,4,3,5,2,0.0,neutral or dissatisfied
14684,Female,Loyal Customer,57,Business travel,Business,1062,5,5,4,3,3,4,3,3,3,3,3,2,3,3,30,33.0,neutral or dissatisfied
14685,Male,Loyal Customer,52,Personal Travel,Eco Plus,1197,4,5,4,4,4,4,3,2,2,2,3,4,3,3,8,8.0,neutral or dissatisfied
14686,Male,disloyal Customer,36,Business travel,Eco,1726,3,5,4,3,1,3,2,2,2,2,4,5,2,2,21,11.0,neutral or dissatisfied
14687,Male,Loyal Customer,71,Business travel,Business,317,4,5,3,4,3,3,3,3,3,3,2,3,3,3,36,47.0,satisfied
14688,Female,Loyal Customer,27,Business travel,Business,1218,5,4,5,4,5,5,5,4,5,4,4,2,4,5,1,7.0,neutral or dissatisfied
14689,Female,Loyal Customer,7,Business travel,Eco,638,2,4,2,4,3,2,2,2,3,2,3,3,2,2,0,0.0,neutral or dissatisfied
14690,Male,disloyal Customer,7,Business travel,Business,971,5,4,5,2,2,5,4,4,4,4,3,4,3,4,0,0.0,satisfied
14691,Male,disloyal Customer,47,Personal Travel,Eco Plus,538,4,2,3,1,1,4,3,2,4,3,2,2,3,3,0,0.0,neutral or dissatisfied
14692,Male,Loyal Customer,7,Personal Travel,Eco Plus,876,3,5,4,2,4,3,3,3,3,3,1,3,3,4,10,0.0,neutral or dissatisfied
14693,Male,Loyal Customer,30,Business travel,Business,406,4,3,2,2,3,4,3,3,3,3,4,2,2,3,15,0.0,neutral or dissatisfied
14694,Female,Loyal Customer,57,Business travel,Business,667,5,3,5,2,5,5,5,4,4,4,3,3,4,4,31,30.0,satisfied
14695,Male,Loyal Customer,7,Business travel,Eco Plus,73,3,3,2,3,2,3,3,3,3,3,4,3,3,4,0,0.0,neutral or dissatisfied
14696,Female,Loyal Customer,36,Business travel,Business,1626,5,3,4,4,3,5,4,4,4,3,4,3,4,3,40,27.0,satisfied
